0 	 5 	 16 	 5.85484e-01 	 136 	 0.79001
1 	 5 	 16 	 7.28893e-09 	 1000 	 7.30509
2 	 5 	 16 	 3.77357e-01 	 59 	 0.31837
3 	 5 	 16 	 1.05044e+01 	 83 	 0.53620
4 	 5 	 16 	 1.09736e-07 	 354 	 2.57367
5 	 5 	 16 	 1.48962e+00 	 36 	 0.22479
6 	 5 	 16 	 3.30113e+00 	 64 	 0.36279
7 	 5 	 16 	 8.34454e-07 	 1000 	 7.49481
8 	 5 	 16 	 8.93994e-01 	 39 	 0.22710
9 	 5 	 16 	 8.35509e-04 	 1000 	 5.99862
10 	 5 	 16 	 4.84757e-01 	 53 	 0.32215
0 	 6 	 19 	 5.35390e-10 	 1000 	 8.46568
1 	 6 	 19 	 3.20653e-08 	 1000 	 8.97868
2 	 6 	 19 	 3.72926e-01 	 1000 	 7.84343
3 	 6 	 19 	 1.02718e+01 	 76 	 0.53097
4 	 6 	 19 	 2.40365e-05 	 1000 	 9.01158
5 	 6 	 19 	 2.17382e-08 	 1000 	 9.33139
6 	 6 	 19 	 1.69832e-07 	 1000 	 9.83198
7 	 6 	 19 	 7.78847e+00 	 17 	 0.11654
8 	 6 	 19 	 6.25534e-08 	 1000 	 9.73220
9 	 6 	 19 	 1.97303e+00 	 1000 	 7.71913
10 	 6 	 19 	 4.42375e-01 	 43 	 0.31514
0 	 7 	 22 	 4.57890e-08 	 241 	 2.43829
1 	 7 	 22 	 9.60536e-06 	 1000 	 10.76595
2 	 7 	 22 	 8.87823e-02 	 1000 	 10.47114
3 	 7 	 22 	 1.09740e+01 	 44 	 0.35801
4 	 7 	 22 	 4.53045e-08 	 1000 	 10.35802
5 	 7 	 22 	 1.33831e+00 	 44 	 0.37571
6 	 7 	 22 	 5.03351e-10 	 1000 	 11.01805
7 	 7 	 22 	 6.48922e-07 	 1000 	 12.40477
8 	 7 	 22 	 9.38356e-07 	 1000 	 10.70457
9 	 7 	 22 	 5.09429e-09 	 1000 	 10.50240
10 	 7 	 22 	 2.91574e+01 	 34 	 0.30023
0 	 8 	 25 	 9.16848e-08 	 1000 	 12.11941
1 	 8 	 25 	 8.41222e-08 	 1000 	 12.51623
2 	 8 	 25 	 3.21867e-01 	 1000 	 11.72945
3 	 8 	 25 	 1.96424e-04 	 1000 	 12.54122
4 	 8 	 25 	 1.36211e+00 	 84 	 0.78783
5 	 8 	 25 	 2.43153e-09 	 1000 	 12.40279
6 	 8 	 25 	 1.29239e-09 	 1000 	 12.27583
7 	 8 	 25 	 2.88835e-06 	 1000 	 12.33443
8 	 8 	 25 	 1.15813e-09 	 1000 	 12.88828
9 	 8 	 25 	 4.28610e+01 	 156 	 1.64689
10 	 8 	 25 	 4.47563e-01 	 68 	 0.55649
0 	 9 	 28 	 1.35917e-10 	 1000 	 14.36101
1 	 9 	 28 	 4.82414e-10 	 1000 	 14.45386
2 	 9 	 28 	 2.45867e+01 	 1000 	 14.86553
3 	 9 	 28 	 9.33995e-07 	 1000 	 14.57643
4 	 9 	 28 	 1.15208e-07 	 1000 	 14.38369
5 	 9 	 28 	 1.67212e-07 	 1000 	 13.80514
6 	 9 	 28 	 6.40261e-11 	 1000 	 14.95217
7 	 9 	 28 	 1.22808e+01 	 21 	 0.21006
8 	 9 	 28 	 1.87416e-10 	 1000 	 16.69830
9 	 9 	 28 	 2.02211e+00 	 428 	 5.92231
10 	 9 	 28 	 6.35901e-07 	 1000 	 13.73037
0 	 10 	 31 	 4.14598e-01 	 92 	 1.19031
1 	 10 	 31 	 2.51939e-10 	 1000 	 16.60429
2 	 10 	 31 	 6.46237e-10 	 1000 	 16.46946
3 	 10 	 31 	 8.11023e-07 	 1000 	 16.05082
4 	 10 	 31 	 1.31591e+00 	 342 	 4.21778
5 	 10 	 31 	 1.71085e-10 	 1000 	 15.52766
6 	 10 	 31 	 2.82502e-11 	 1000 	 16.59463
7 	 10 	 31 	 7.90076e-07 	 1000 	 16.18065
8 	 10 	 31 	 2.77744e-10 	 1000 	 16.45871
9 	 10 	 31 	 1.27126e-05 	 1000 	 15.63440
10 	 10 	 31 	 6.17598e-07 	 1000 	 16.82086
0 	 11 	 34 	 1.78488e-09 	 1000 	 19.11978
1 	 11 	 34 	 1.49297e-10 	 1000 	 19.27331
2 	 11 	 34 	 2.66787e-11 	 1000 	 18.71311
3 	 11 	 34 	 4.52040e-07 	 1000 	 18.12433
4 	 11 	 34 	 1.36453e+00 	 51 	 0.64795
5 	 11 	 34 	 3.28894e-10 	 1000 	 17.75822
6 	 11 	 34 	 2.23948e-10 	 1000 	 19.06132
7 	 11 	 34 	 3.90223e-09 	 1000 	 18.28245
8 	 11 	 34 	 1.76980e-10 	 1000 	 19.12056
9 	 11 	 34 	 8.40165e-09 	 1000 	 18.75592
10 	 11 	 34 	 2.42648e-07 	 1000 	 18.01674
0 	 12 	 37 	 2.04208e-10 	 1000 	 20.56275
1 	 12 	 37 	 1.16231e-10 	 1000 	 20.98693
2 	 12 	 37 	 1.48182e-10 	 1000 	 20.88396
3 	 12 	 37 	 3.94413e-03 	 1000 	 18.48900
4 	 12 	 37 	 3.70113e-09 	 1000 	 20.46168
5 	 12 	 37 	 2.96648e-10 	 1000 	 20.07792
6 	 12 	 37 	 2.51295e-10 	 1000 	 20.72025
7 	 12 	 37 	 6.87047e+00 	 93 	 1.61071
8 	 12 	 37 	 1.33238e-10 	 1000 	 19.98432
9 	 12 	 37 	 3.80743e-09 	 1000 	 20.66410
10 	 12 	 37 	 1.20878e-09 	 1000 	 20.92654
0 	 13 	 40 	 8.85569e-11 	 1000 	 22.94753
1 	 13 	 40 	 1.86671e-10 	 1000 	 23.29915
2 	 13 	 40 	 3.49945e-11 	 1000 	 22.93463
3 	 13 	 40 	 7.91847e-07 	 1000 	 22.72649
4 	 13 	 40 	 3.39881e-07 	 1000 	 21.85956
5 	 13 	 40 	 1.11539e-09 	 1000 	 22.19485
6 	 13 	 40 	 2.67950e-12 	 1000 	 21.53918
7 	 13 	 40 	 1.17933e-06 	 1000 	 21.10004
8 	 13 	 40 	 3.83731e-09 	 1000 	 22.34857
9 	 13 	 40 	 2.34005e-09 	 1000 	 20.41121
10 	 13 	 40 	 3.90551e-01 	 1000 	 19.16018
0 	 14 	 43 	 4.94144e-10 	 1000 	 24.30461
1 	 14 	 43 	 1.93550e-10 	 1000 	 26.05610
2 	 14 	 43 	 1.27277e-10 	 1000 	 24.12022
3 	 14 	 43 	 2.08043e-07 	 1000 	 24.88386
4 	 14 	 43 	 1.35909e+00 	 209 	 5.05929
5 	 14 	 43 	 2.65151e-11 	 1000 	 25.44545
6 	 14 	 43 	 1.16742e-09 	 1000 	 25.42226
7 	 14 	 43 	 7.10065e+00 	 1000 	 23.93559
8 	 14 	 43 	 6.87142e-11 	 1000 	 24.79087
9 	 14 	 43 	 2.86993e-10 	 1000 	 23.86570
10 	 14 	 43 	 6.61256e-09 	 1000 	 24.72673
0 	 15 	 46 	 8.31110e-11 	 1000 	 26.12210
1 	 15 	 46 	 1.31634e-10 	 1000 	 27.27422
2 	 15 	 46 	 2.76736e-11 	 1000 	 29.58599
3 	 15 	 46 	 1.64189e-07 	 1000 	 27.91163
4 	 15 	 46 	 1.13474e-09 	 1000 	 26.77572
5 	 15 	 46 	 6.96872e-10 	 1000 	 28.13154
6 	 15 	 46 	 2.44163e-11 	 1000 	 26.39995
7 	 15 	 46 	 5.08251e-09 	 1000 	 26.44047
8 	 15 	 46 	 1.22361e-10 	 1000 	 27.76974
9 	 15 	 46 	 7.69268e-09 	 1000 	 27.66005
10 	 15 	 46 	 7.71696e-10 	 1000 	 26.31920
0 	 16 	 49 	 7.60129e-11 	 1000 	 30.00673
1 	 16 	 49 	 1.25716e-10 	 1000 	 30.37735
2 	 16 	 49 	 2.03387e-10 	 1000 	 30.41799
3 	 16 	 49 	 2.10691e-07 	 1000 	 28.90549
4 	 16 	 49 	 1.31443e+00 	 1000 	 24.75320
5 	 16 	 49 	 2.26360e-11 	 1000 	 29.51631
6 	 16 	 49 	 3.99356e-10 	 1000 	 28.27670
7 	 16 	 49 	 5.43847e-09 	 1000 	 29.10211
8 	 16 	 49 	 2.70705e-10 	 1000 	 28.64229
9 	 16 	 49 	 8.46798e-09 	 1000 	 28.54099
10 	 16 	 49 	 2.15957e-09 	 1000 	 23.38602
0 	 17 	 52 	 1.44843e-09 	 1000 	 30.45376
1 	 17 	 52 	 7.77779e-10 	 1000 	 32.48881
2 	 17 	 52 	 1.45914e-10 	 1000 	 32.85041
